entry_time,exit_time,type,entry_price,exit_price,sl,tp,profit_points,profit_dollars,exit_reason,strength,rr_ratio,volatility_msg,trend_msg,duration_bars
2022-01-07 13:30:00,2022-01-07 18:15:00,SELL,1790.198,1796.983099,1796.983099,1779.6208571428572,-6.785098999999946,-678.5098999999946,SL touché,12.933900880394923,1.558878191334128,ATR OK: 1.39x moyenne,Triple tendance baissière confirmée. Spread: 0.41%,19
2022-11-09 15:30:00,2022-11-09 19:30:00,BUY,1710.728,1702.051636,1702.051636,1726.3454552000003,-8.676364000000149,-867.6364000000149,SL touché,9.12104853170458,1.7999999999999947,ATR OK: 1.62x moyenne,Triple tendance haussière confirmée. Spread: 0.97%,16
2023-01-12 15:15:00,2023-01-13 15:45:00,BUY,1887.085,1914.5683764999999,1871.8164575,1914.5683764999999,27.48337649999985,2748.337649999985,TP atteint,31.345063954702596,1.799999999999994,ATR OK: 3.41x moyenne,Triple tendance haussière confirmée. Spread: 0.42%,94
